Name of Restaurant,Address,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
Fusilli Reasons," 2/64, Ormes Main Road, Kilpauk, Chennai",Kilpauk,['Fast Food'],"['Nachos', ' Iced Tea', ' Garlic Bread', ' Brownie', ' Spinach Pasta', ' White Sauce Pasta', ' Chocolate Mousse']",400.0,4.7,3042,4.4,3954,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food']"
Food @ Finger," 123, MS Koil Street, Royapuram, Chennai",Royapuram,"['North Indian', ' Biryani', ' Chinese', ' Chettinad', ' Rolls', ' Desserts', ' Beverages']","['Faluda', ' Chicken Grill', ' Bbq Chicken', ' Brownie', ' Chicken Tikka Roll', ' Shawarma Roll', ' Chicken Shawarama']",700.0,4.1,1096,3.7,17100,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Shri Rajasthani Dhaba," C 40, 3rd Floor, 2nd Avenue, Opposite KFC, Anna Nagar West, Chennai",Anna Nagar West,"['Rajasthani', ' North Indian']","['Rajasthani Thali', ' Buttermilk', ' Roti', ' Paratha', ' Paan Ice Cream', ' Lassi', ' Rajwadi Thali']",500.0,4.5,983,4.5,5537,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food', 'Table reservation required']"
Lucky Da Punjabi Dhabba," 4/418, Ground Floor, MGR Salai, Kandanchavadi, Perungudi, Chennai",Perungudi,['North Indian'],"['Lassi', ' Rabri', ' Butter Chicken', ' Paratha', ' Buttermilk', ' Naan', ' Roti']",900.0,4.3,771,3.7,1624,"['Home Delivery', 'Indoor Seating']"
Al-Najeeb Nawab Of Kebab," Families Complex, Medavakkam Tank Road, Kilpauk, Chennai",Kilpauk,"['North Indian', ' Mughlai', ' Chinese', ' Seafood']","['Shawarma', ' Biryani', ' Rolls', ' Chicken Samosa', ' Chicken Roll', ' Rumali Roti', ' Chicken Grill']",500.0,4.1,345,4.0,8824,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Skewered," 103/1, Ground Floor, Arcot Road, Valasaravakkam, Chennai",Valasaravakkam,"['North Indian', ' Fast Food', ' Beverages']","['Reshmi Kebab', ' Biryani', ' Paneer Tikka', ' Rumali Roti', ' Rolls', ' Chicken Keema', ' Jeera Rice']",400.0,4.3,585,3.4,7773,"['Home Delivery', 'Indoor Seating', 'Wifi']"
Burger King," Shop 40, Plot 142, Phoenix Market City, Velachery Main Road, Velachery, Chennai","Phoenix Market City, Velachery","['Burger', ' Fast Food', ' Beverages']","['Burgers', ' Mutton Burger', ' Chicken Fries', ' Chicken Whopper', ' Chicken Keema Burger', ' Mutton Whopper', ' Whopper Burger']",500.0,4.0,1027,4.1,9066,"['Home Delivery', 'Mall Parking', 'Outdoor Seating', 'Rooftop', 'Indoor Seating']"
Biryani House," Plot 1410 & 1411, Thiruvalluvar Salai, Mogappair, Chennai",Mogappair,"['Chinese', ' North Indian', ' Seafood', ' Andhra', ' Biryani']","['Hyderabadi Biryani', ' Prawn Biryani', ' Tandoori Chicken', ' Fried Rice Chicken']",550.0,4.1,669,3.6,17900,"['Home Delivery', 'Free Parking', 'Brunch', 'Indoor Seating', 'Group Meal']"
Shaack," F-36, KG Galaxy, 2nd Avenue, Above Fab India, Anna Nagar East, Chennai",Anna Nagar East,"['Asian', ' Continental', ' Italian', ' Chinese', ' South Indian', ' Desserts']","['Pasta', ' Burgers', ' Fish', ' Pizza', ' Tiramisu', ' Thai Crispy Chicken', ' Tom Yum Soup']",900.0,4.1,1124,4.2,9832,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Table booking recommended']"
Hotel Pandian," 3,PC-7, Kambar Salai, West Mogappair, Chennai",Mogappair,"['North Indian', ' South Indian', ' Chinese']","['Paratha', ' Chicken Lollipop', ' Mutton Biryani', ' Fried Rice']",500.0,4.0,515,3.9,21100,"['Home Delivery', 'Indoor Seating']"
Al Raabias Biriyani," 101/102, Madhavaram High Road, Perambur, Chennai",Perambur,"['North Indian', ' Chinese', ' Biryani']","['Shawarma', ' Bbq Chicken', ' Bamboo Biryani', ' Tandoori Chicken']",500.0,3.9,447,3.8,13100,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Soy Soi," 2/10, Gandhi Mandapam Road, Kotturpuram, Chennai",Kotturpuram,"['Burmese', ' Thai', ' Vietnamese', ' Indonesian', ' Singaporean', ' Japanese', ' Malaysian']","['Dumplings', ' Noodle', ' Panna Cotta', ' Momos', ' Nasi Goreng', ' Pad Thai', ' Sushi']",1400.0,4.7,920,4.4,362,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']"
Hot Pot China," 1/1666, OMR, MGR Salai (Opposite to Royal Enfield showroom) Perungudi, Chennai",Perungudi,"['Chinese', ' Thai', ' Indonesian', ' Malaysian', ' Vietnamese', ' Singaporean', ' Asian', ' Momos']","['Momos', ' Dumplings', ' Spring Roll', ' Wonton Soup', ' Egg Yolk Soup', ' Fried Icecream', ' Brownie']",1000.0,4.2,763,3.4,2318,"['Home Delivery', 'Table booking recommended', 'Indoor Seating']"
Thaqwa Biryani," 127, Red Hills Main Road, Near Sethubaskara High School, Ambattur, Chennai",Ambattur,"['North Indian', ' Chinese']","['Chicken Grill', ' Naan']",450.0,4.0,741,3.9,13300,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Fruit Shop On Greams Road," 11, Greams Road, Thousand Lights, Chennai",Thousand Lights,"['Beverages', ' Fast Food', ' Healthy Food', ' Juices']","['Fruit Juices', ' Sandwich', ' Mint Lime Cooler', ' Tender Coconut Pudding', ' Fruit Salad', ' Faluda', ' Milk Shake']",350.0,4.5,609,4.6,1699,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
BOATS - Based On A True Story," 17, 5th Avenue, Besant Nagar, Chennai",Besant Nagar,"['Continental', ' Chinese', ' North Indian']","['Cocktails', ' Nachos', ' Pasta', ' Beer', ' Mocktails', ' Chicken Skewer', ' Paneer Tikka']",1800.0,4.2,954,3.9,150,"['Home Delivery', 'Full Bar Available', 'Live Sports Screening', 'Indoor Seating', 'LGBTQIA Friendly', 'Smoking Area', 'Free Parking', 'Table booking recommended', 'Restricted Entry']"
Amelie's," 6,Seshadri Road, Venus Colony, Alwarpet, Chennai",Alwarpet,"['Cafe', ' Continental', ' Italian']","['Hot Chocolate', ' Pizza', ' Gelato', ' Coffee', ' Pink Sauce Pasta', ' Sandwich', ' Chocolate Indulgence']",900.0,4.3,1464,3.9,1282,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'All Day Breakfast', 'Desserts and Bakes', 'Indoor Seating']"
Urban Spatula," Plot 1633, 54, H-Block, Ground Floor, 13th Main Road, Anna Nagar West, Chennai",Anna Nagar West,"['Continental', ' Seafood', ' Biryani', ' Italian', ' North Indian', ' Asian', ' Kebab']","['Burgers', ' Pasta', ' Fish', ' Fries', ' Chips', ' Salad', ' Steak']",800.0,4.4,794,4.3,911,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Kid Friendly', 'Group Meal', 'Indoor Seating', 'Table booking for Groups']"
Oxygen," 45, Samundeshwari Nagar, Tailavaram, Potheri, Chennai",Potheri,"['North Indian', ' Chinese', ' Biryani', ' Rolls']","['Biryani', ' Naan', ' Tandoori Roti', ' Chicken Noodle']",500.0,4.0,780,3.6,24100,"['Home Delivery', 'Outdoor Seating', 'Rooftop', 'Table Reservation Not Required', 'Indoor Seating']"
Shree Konar Vilas," 128, Perambur Barracks Road, Purasavakkam, Chennai",Purasavakkam,"['South Indian', ' Chettinad']","['Paratha', ' Biryani', ' Kothu Parotta', ' Idiyappam', ' Kali Dosa', ' Mutton Sukha', ' Fry Prawns']",500.0,4.1,222,3.8,3688,"['Home Delivery', 'Indoor Seating']"
Subway," AC 112, Ground Floor, 4th Avenue, Shanthi Colony, Anna Nagar West, Chennai",Anna Nagar West,"['Healthy Food', ' Fast Food']","['Salad', ' Sandwich', ' Chocolate Cookies', ' Roasted Chicken Sub', ' Chicken Tikka', ' Honey Oats', ' Paneer Tikka']",500.0,4.4,697,4.0,10700,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Wifi']"
Pind," 2, Sarathy Nagar, 1st Main Road, Velachery, Chennai",Velachery,"['North Indian', ' Chinese', ' Fast Food']","['Lassi', ' Buttermilk', ' Paneer Tikka', ' Naan', ' Roti', ' Paratha', ' Dal Makhani']",900.0,4.3,2994,4.2,1896,"['Home Delivery', 'Vegetarian Only', 'Catering Available', 'Wifi', 'Serves Jain Food', 'Buffet', 'Indoor Seating']"
Mainland China," 142, 1st Floor, Phoenix Market City, Velachery, Chennai","Phoenix Market City, Velachery","['Chinese', ' Asian', ' Sushi', ' Japanese', ' Thai']","['Noodle', ' Dumplings', ' Momos', ' Hakka Noodles', ' Mocktails', ' Jumbo Prawns', ' Kimchi']",1800.0,4.6,1498,4.2,335,"['Home Delivery', 'Mall Parking', 'Valet Parking Available', 'Table booking recommended', 'Indoor Seating']"
Kumarakom," 27/28, Vijayanagar Extension, Velachery Main Road, Velachery, Chennai",Velachery,"['North Indian', ' Chinese', ' Kerala']","['Appam', ' Paratha', ' Beef Fry', ' Biryani', ' Fish Fry', ' Roasted Beef', ' Chicken Stew']",600.0,4.0,670,3.9,38,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Catering Available']"
City Square Cafeteria," 36, Casa Major Road, Egmore, Chennai",Egmore,"['Fast Food', ' Beverages', ' Sandwich']","['Chicken Grill', ' Chicken Sandwich', ' Pizza', ' Mexican Shawarma', ' Oreo Shake', ' Lime Soda', ' Bread Omelette']",200.0,4.1,611,3.7,12200,"['Home Delivery', 'Indoor Seating']"
Bhangra," Mayajaal Multiplex, Kanathur, Chennai","Mayajaal Multiplex, Kanathur",['North Indian'],"['Butter Chicken', ' Dal Makhani', ' Sweet Lassi', ' Kheer', ' Chicken Masala', ' Sugarcane Juice', ' Thali']",800.0,4.9,2109,4.0,2226,"['Breakfast', 'Home Delivery', 'Mall Parking', 'Indoor Seating', 'Table reservation required']"
Rayar's Mess," 31, Arundale Street, Mylapore, Chennai",Mylapore,['South Indian'],"['Pongal', ' Vada', ' Filtered Coffee', ' Idli', ' Bonda', ' Filter Kaapi', ' Rava Dosa']",100.0,4.7,904,4.3,1319,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hotel Safari," 296, Royapettah High Road, Royapettah, Chennai",Royapettah,"['Chettinad', ' Chinese', ' Seafood', ' Hyderabadi']","['Paratha', ' Tea', ' Paya', ' Coffee', ' Mutton Biryani', ' Chicken Pakora', ' Appam']",450.0,4.1,516,4.2,3857,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
VB Signature," 52, Nungambakkam High Road, Nungambakkam, Chennai",Nungambakkam,"['North Indian', ' South Indian', ' Chinese', ' Asian', ' Fast Food', ' Desserts', ' Beverages']","['Momos', ' Idiyappam', ' Pumpkin Soup', ' Coconut Soup', ' Filtered Coffee', ' Noodle', ' Paneer Tikka']",1000.0,4.5,1611,3.8,750,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Live Sports Screening', 'Table booking recommended', 'Indoor Seating']"
Blind Ch3mistry," Old 11, New 19, 1st Floor, Brindhavan Apartment, Khader Nawaz Khan Road, Nungambakkam, Chennai",Nungambakkam,"['Cafe', ' Continental', ' Italian', ' Desserts', ' Beverages']","['Pasta', ' Peri Peri Chicken', ' Sandwich', ' Waffles', ' French Fries', ' Mocktails', ' Virgin Mojito']",700.0,4.5,1258,4.0,147,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Desserts and Bakes', 'Free Wifi']"
Fisherman's Fare," 24, Casa Major Road, Egmore, Chennai",Egmore,"['Seafood', ' Mediterranean', ' North Indian', ' Chinese', ' Arabian']","['Haleem', ' Sea Food', ' Shawarma', ' Fish Finger', ' Prawn', ' Basmati Rice', ' Butter Chicken']",900.0,2.9,374,3.9,249,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Madras2Chennai," 183/4 (601), T.H Road, Opposite Apollo Hospital, Tondiarpet, Washermenpet, Chennai",Washermenpet,"['Biryani', ' Mughlai', ' North Indian', ' Chinese', ' Chettinad']","['Shawarma', ' Chicken Grill', ' Mutton Biryani']",800.0,4.1,509,4.0,7860,"['Home Delivery', 'Indoor Seating']"
North East Kitchen," 24, Wellingdon Estate, Ethiraj Salai, Egmore, Chennai",Egmore,"['Chinese', ' Konkan', ' Momos']","['Momos', ' Noodle', ' Pork Thali', ' Thukpa', ' Pork Curry', ' Fried Pork', ' Clear Soup']",450.0,4.5,705,4.3,1552,"['Home Delivery', 'Indoor Seating']"
AlMaza," 30, A Block, 6th Street, Near Titan Showroom, Anna Nagar East, Chennai",Anna Nagar East,"['Arabian', ' Mughlai', ' North Indian', ' Biryani']","['Faluda', ' Rara Gosht', ' Buttermilk', ' Naan', ' Bharwan Mushroom', ' Mutton Biryani', ' Chicken Biryani']",1000.0,4.6,764,4.2,881,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']"
Jonah's Bistro," Old 147 E / New 9, 2nd Avenue, Besant Nagar, Chennai",Besant Nagar,"['Continental', ' European', ' Italian']","['Pasta', ' Steak', ' Waffles', ' Burgers', ' Fries', ' Fish', ' Chicken Grill']",1000.0,4.4,1485,3.9,3438,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table reservation required']"
Mughal Biriyani," 51/2, MG Road, Vannandurai, Besant Nagar, Chennai",Besant Nagar,"['North Indian', ' Chinese', ' Biryani', ' Arabian']","['Chicken Grill', ' Tandoori Chicken', ' Noodle', ' Dragon Chicken', ' Mughal Biryani', ' Naan']",350.0,4.0,323,4.1,8565,"['Home Delivery', 'Indoor Seating']"
Loiee Mithai & Rasoi," Camp Road Junction, Opposite Bata Showroom, Selaiyur, Chennai",Selaiyur,"['North Indian', ' Chinese', ' Fast Food', ' Desserts']","['Rasmalai', ' Naan', ' Panipuri', ' Faluda', ' Roti', ' Tandoori Platter', ' Pav Bhaji']",650.0,4.1,459,4.0,1610,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating', 'Table booking recommended', 'Serves Jain Food']"
Roll Over," 338/3, New Sunshine Apartments, Next to Santosh Supermarket, 2nd Avenue, Anna Nagar East, Chennai",Anna Nagar East,"['Ice Cream', ' Desserts', ' Fast Food']","['Rolls', ' Ice Cream Roll', ' Coffee', ' Fries', ' Chocolate Icecreams', ' Hot Chocolate', ' Chocolava Cake']",450.0,4.3,721,3.7,378,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Wifi', 'Desserts and Bakes', 'Indoor Seating', 'Free Wifi']"
Pizza Hut," 316,Gee Gee Emerald, Village Road, Nungambakkam, Chennai",Nungambakkam,"['Pizza', ' Fast Food', ' Finger Food', ' American']","['Garlic Bread', ' Pasta', ' Mojito', ' Veggie Pizza', ' Chicken Tikka Pizza', ' Tandoor Paneer Pizza', ' Stuffed Crust Pizza']",600.0,2.9,447,3.6,3109,"['Home Delivery', 'Indoor Seating']"
Ratna Cafe," 240, Kilpauk Garden Road, Kilpauk, Chennai",Kilpauk,"['South Indian', ' Chinese', ' Street Food', ' Beverages']","['Coffee', ' Idli Sambar', ' Vada', ' Rava Dosa', ' Masala Dosa', ' Pongal', ' Rose Milk']",400.0,3.9,653,4.0,4329,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']"
Masaledaar Desi Rasoi," 24, Wellington Estate, Ethiraj Salai, Egmore, Chennai",Egmore,['North Indian'],"['Lassi', ' Paneer Tikka', ' Paan Ice Cream', ' Dal Makhani', ' Thali', ' Kheer', ' Naan']",500.0,4.3,682,4.3,5346,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
The Feast," 14, 1st Floor, Plot 4000, S-Block, 5th Avenue, Anna Nagar East, Chennai",Anna Nagar East,"['North Indian', ' Chinese', ' Biryani']","['Bbq Chicken', ' Biryani', ' Salad', ' Mushroom Soup', ' Chocolate Shake', ' Pasta', ' Noodle']",800.0,4.3,652,3.9,4352,"['Home Delivery', 'Buffet', 'Free Parking', 'Indoor Seating', 'Valet Parking Available', 'Table booking recommended']"
601 - The Park," The Park, 601, Nungambakkam High Road, Nungambakkam, Chennai","The Park, Nungambakkam","['Biryani', ' North Indian']","['Pasta', ' Biryani', ' Pizza', ' Salad', ' Lunch Buffet', ' Fish', ' Burgers']",2700.0,4.2,825,3.9,128,"['Home Delivery', 'Wheelchair Accessible', 'Full Bar Available', 'Free Parking', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Kid Friendly', 'Luxury Dining', 'Gluten Free Options', 'Vegan Options', 'Brunch', 'Live Sports Screening', '4/5 Star', 'Smoking Area', 'Wifi', 'Serves Jain Food', 'Buffet', 'Desserts and Bakes']"
Pluto's Restaurant," 4, Khan Street, Choolaimedu High Road, Choolaimedu, Chennai",Choolaimedu,"['Biryani', ' Chinese', ' North Indian', ' Juices']","['Noodle', ' Biryani', ' Dragon Chicken', ' Tandoori Chicken', ' Schezwan Fried Rice', ' Clear Soup', ' Sweet Corn Soup']",700.0,4.1,429,3.3,4704,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
The Chinese Story," 156, 1st Floor, Niranjan Square, Mount Poonamallee Road, Porur, Chennai",Porur,"['Chinese', ' Momos']","['Noodle', ' Momos', ' Chicken Lemon Coriander Soup', ' Chicken Lollipop', ' Mushroom Pepper', ' Sour Soup', ' Chicken Spring Roll']",1000.0,4.4,593,4.1,6017,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Wifi']"
Nellai Vairamaligai," 60, Thirumalai Pillai Road, Rama Kamath Puram, T. Nagar, Chennai",T. Nagar,['South Indian'],"['Paratha', ' Kothu Parotta', ' Chicken Fry', ' Protta', ' Chicken Fries', ' Omelette', ' Biryani']",500.0,4.3,529,4.0,9855,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
Vrindavan," New Woodlands Hotel, 72/75, Dr. Radhakrishnan Salai, Mylapore, Chennai","New Woodlands Hotel, Mylapore","['North Indian', ' South Indian', ' Chinese']","['Thali', ' Masala Dosa', ' Buttermilk', ' Malai Kofta', ' Vada Sambar', ' Coffee', ' Pongal']",500.0,4.2,589,3.9,1268,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Azzuri Bay," 13, 1st Crescent Road, Gandhinagar, Adyar, Chennai",Adyar,"['Italian', ' Mediterranean', ' Thai', ' Seafood', ' Salad', ' Momos', ' Beverages']","['Pasta', ' Pizza', ' Sea Food', ' Tiramisu', ' Chicken Biryani', ' Lamb Chops', ' Dragon Chicken']",1000.0,4.3,2430,4.0,369,"['Home Delivery', 'Rooftop', 'Table reservation required']"
Thambi Vilas," Old 110/1 New 138, Habibullah Road, T. Nagar, Chennai",T. Nagar,"['South Indian', ' Biryani']","['Elaneer Payasam', ' Rose Milk', ' Paratha', ' Biryani', ' Mutton Chukka', ' Chicken 65', ' Kola Urundai']",500.0,3.9,849,3.1,720,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Indoor Seating']"
Double Roti," AH 177, 4th Avenue, Anna Nagar East, Chennai",Anna Nagar East,"['Italian', ' American', ' Fast Food']","['Burgers', ' Hot Chocolate', ' Oreo Shake', ' Tuna Sandwich', ' Peri Peri Chicken', ' Godfather Pizza', ' Nachos']",900.0,4.3,866,4.0,921,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Free Wifi']"
The Fat Boy," 18/24,1st Cross Street, TTK Road, Alwarpet, Chennai",Alwarpet,"['Pizza', ' Fast Food', ' Beverages']","['Pizza', ' Fried Cheese', ' Garlic Bread', ' Sandwich', ' Chicken Fries', ' Nachos', ' Masala Lemonade']",800.0,4.4,1047,4.3,142,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Vegan Options', 'Indoor Seating']"
Cream Centre," 55, 2nd Main Road, Near Kaliappa Hospital, RA Puram, Chennai",RA Puram,"['North Indian', ' Italian', ' Fast Food', ' Chinese', ' Beverages']","['Nachos', ' Brownie', ' Pasta', ' Onion Rings', ' Paratha', ' Paneer Tikka', ' Cheese Balls']",1600.0,4.4,1307,4.3,1680,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food']"
Ente Keralam," 1, Poes Garden, Kasturi Estate, 1st Street, Alwarpet, Chennai",Alwarpet,['Kerala'],"['Appam', ' Biryani', ' Fish Curry', ' Thali', ' Prawn', ' Beef Ularthiyathu', ' Beef Curry']",750.0,4.3,696,4.2,880,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Catering Available']"
Ashvita Bistro," 11, Bawa Road, Alwarpet, Chennai",Alwarpet,"['Cafe', ' Fast Food']","['Momos', ' Pasta', ' Pizza', ' Sandwich', ' Chocolate Monster Shake', ' Lasagne', ' Chocolate Fudge Cake']",1000.0,4.1,769,3.8,695,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Table reservation required', 'Indoor Seating']"
Coco Jaunt 1728," T2, 4th Main Road, Anna Nagar East, Chennai",Anna Nagar East,"['Cafe', ' Bakery']","['Sandwich', ' Pizza', ' Peri Peri Fries', ' Burgers', ' Barbeque Chicken', ' Cappuccino', ' Monster Shake']",650.0,4.1,1218,3.6,6979,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Wifi', 'Desserts and Bakes']"
Cream & Fudge," 10, Khader Nawaz Khan Road, Opposite Evoluzione, Nungambakkam, Chennai",Nungambakkam,"['Ice Cream', ' Desserts', ' Fast Food']","['Waffles', ' Coffee', ' Ferrero Rocher Ice Cream', ' Chocolate Icecreams', ' Mocha Fudge Temptation', ' Brownie', ' Mint Ice Cream']",350.0,4.2,443,4.2,2463,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']"
The Kati Roll Shop," 16/31, Thiruveethiyan Street, Gopalapuram, Chennai",Gopalapuram,"['Rolls', ' North Indian']","['Rolls', ' Kathi Roll', ' Chicken Tikka Roll', ' Chicken Malai Roll', ' Chicken Egg Roll', ' Malai Tikka Roll', ' Mutton Keema Roll']",300.0,4.2,437,4.1,5340,"['Home Delivery', 'Outdoor Seating']"
Atho Man," 86/2, Cemetery Road, Royapuram, Chennai",Royapuram,"['Burmese', ' Fast Food']","['Shawarma', ' Atho', ' Chicken Shawarama', ' Chicken Grill', ' French Fries']",400.0,4.0,354,4.0,9088,"['Home Delivery', 'Indoor Seating']"
Kaidi Kitchen," 20/3, Bishop Wallers Avenue, Mylapore, Chennai",Mylapore,"['Continental', ' Chinese', ' North Indian', ' Thai', ' Mangalorean', ' Desserts']","['Pasta', ' Mocktails', ' Paneer Tikka', ' Cheese Balls', ' Brownie', ' Nachos', ' Naan']",1500.0,4.2,2277,4.3,250,"['Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Table booking recommended', 'Buffet', 'Indoor Seating', 'Serves Jain Food']"
Rain Forest," 41 & 42, 1st Main Road, Gandhi Nagar, Adyar, Chennai",Adyar,"['North Indian', ' Asian', ' Continental', ' Mughlai']","['Dragon Chicken', ' Naan', ' Noodle', ' Chicken Lollipop', ' Phuket Paneer', ' Phuket Fish', ' Sweet Corn Soup']",800.0,4.2,1534,4.4,726,"['Home Delivery', 'Indoor Seating', 'Wifi']"
